y,s,fB
-1.0171,-1,
-1.095,-1,
-1.1724,-1,
-1.2492,-1,
-1.3253,-1,
-1.4006,-1,
-1.4752,-1,
-1.5489,-1,
-1.6217,-1,
-1.6935,-1,
-1.7643,-1,
-1.834,-1,
-1.9025,-1,
-1.9697,-1,
-2.0357,-1,
-2.1004,-1,
-2.1637,-1,
-2.2255,-1,
-2.2858,-1,
-2.3446,-1,
-2.4018,-1,
-2.4573,-1,
-2.5112,-1,
-2.5633,-1,
-2.6136,-1,
-2.6621,-1,
-2.7087,-1,
-2.7535,-1,
-2.7962,-1,
-2.837,-1,
-2.8758,-1,
-2.9125,-1,
-2.9472,-1,
-2.9797,-1,
-3.0101,-1,
-3.0384,-1,
-3.0645,-1,
-3.0883,-1,
-3.1099,-1,
-3.1293,-1,
-3.1464,-1,
-3.1613,-1,
-3.1739,-1,
-3.1841,-1,
-3.1921,-1,
-3.1977,-1,
-3.2011,-1,
-3.2021,-1,
-3.2008,-1,
-3.1972,-1,
-3.1912,-1,
-3.183,-1,
-3.1725,-1,
-3.1597,-1,
-3.1446,-1,
-3.1272,-1,
-3.1076,-1,
-3.0858,-1,
-3.0618,-1,
-3.0355,-1,
-3.0072,-1,
-2.9766,-1,
-2.944,-1,
-2.9093,-1,
-2.8725,-1,
-2.8337,-1,
-2.793,-1,
-2.7502,-1,
-2.7056,-1,
-2.6591,-1,
-2.6108,-1,
-2.5606,-1,
-2.5087,-1,
-2.4552,-1,
-2.3999,-1,
-2.3431,-1,
-2.2847,-1,
-2.2247,-1,
-2.1633,-1,
-2.1006,-1,
-2.0364,-1,
-1.971,-1,
-1.9043,-1,
-1.8364,-1,
-1.7674,-1,
-1.6973,-1,
-1.6263,-1,
-1.5542,-1,
-1.4813,-1,
-1.4075,-1,
-1.333,-1,
-1.2578,-1,
-1.1819,-1,
-1.1054,-1,
-1.0285,-1,
-0.951,-1,
-0.8732,-1,
-0.7951,-1,
-0.7167,-1,
-0.6381,-1,
-0.5593,-1,
-0.4805,-1,
-0.4017,-1,
-0.323,-1,
-0.2444,-1,
-0.1659,-1,
-0.0877,-1,
-0.0098,-1,
0.0677,1,
0.1448,1,
0.2214,1,
0.2974,1,
0.3728,1,
0.4476,1,
0.5216,1,
0.5948,1,
0.6672,1,
0.7387,1,
0.8092,1,
0.8788,1,
0.9472,1,
1.0146,1,
1.0808,1,
1.1458,1,
1.2095,1,
1.272,1,
1.3331,1,
1.3928,1,
1.4511,1,
1.5079,1,
1.5632,1,
1.6169,1,
1.6691,1,
1.7197,1,
1.7686,1,
1.8158,1,
1.8613,1,
1.9051,1,
1.9471,1,
1.9873,1,
2.0257,1,
2.0623,1,
2.097,1,
2.1299,1,
2.1608,1,
2.1899,1,
2.2171,1,
2.2423,1,
2.2656,1,
2.287,1,
2.3064,1,
2.3239,1,
2.3394,1,
2.353,1,
2.3646,1,
2.3743,1,
2.382,1,
2.3878,1,
2.3917,1,
2.3937,1,
2.3938,1,
2.392,1,
2.3884,1,
2.3828,1,
2.3755,1,
2.3663,1,
2.3554,1,
2.3427,1,
2.3282,1,
2.312,1,
2.2942,1,
2.2746,1,
2.2535,1,
2.2307,1,
2.2064,1,
2.1806,1,
2.1532,1,
2.1244,1,
2.0942,1,
2.0627,1,
2.0297,1,
1.9955,1,
1.96,1,
1.9233,1,
1.8855,1,
1.8465,1,
1.8064,1,
1.7653,1,
1.7233,1,
1.6803,1,
1.6364,1,
1.5916,1,
1.5461,1,
1.4998,1,
1.4529,1,
1.4053,1,
1.3571,1,
1.3084,1,
1.2591,1,
1.2095,1,
1.1595,1,
1.1091,1,
1.0585,1,
1.0076,1,
0.9566,1,
0.9054,1,
0.8542,1,
0.8029,1,
0.7517,1,
0.7005,1,
0.6495,1,
0.5986,1,
0.548,1,
0.4977,1,
0.4476,1,
0.398,1,
0.3487,1,
0.3,1,
0.2517,1,
0.204,1,
0.1568,1,
0.1103,1,
0.0645,1,
0.0194,1,
-0.0249,-1,
-0.0684,-1,
-0.1111,-1,
-0.1529,-1,
-0.1938,-1,
-0.2338,-1,
-0.2728,-1,
-0.3108,-1,
-0.3477,-1,
-0.3836,-1,
-0.4184,-1,
-0.452,-1,
-0.4845,-1,
-0.5159,-1,
-0.546,-1,
-0.5749,-1,
-0.6026,-1,
-0.629,-1,
-0.6541,-1,
-0.6779,-1,
-0.7005,-1,
-0.7217,-1,
-0.7416,-1,
-0.7601,-1,
-0.7773,-1,
-0.7931,-1,
-0.8076,-1,
-0.8207,-1,
-0.8324,-1,
-0.8427,-1,
-0.8517,-1,
-0.8593,-1,
-0.8655,-1,
-0.8703,-1,
-0.8738,-1,
-0.876,-1,
-0.8768,-1,
-0.8762,-1,
-0.8744,-1,
-0.8712,-1,
-0.8667,-1,
-0.861,-1,
-0.8539,-1,
-0.8456,-1,
-0.8361,-1,
-0.8254,-1,
-0.8135,-1,
-0.8004,-1,
-0.7862,-1,
-0.7709,-1,
-0.7544,-1,
-0.737,-1,
-0.7184,-1,
-0.6989,-1,
-0.6784,-1,
-0.6569,-1,
-0.6345,-1,
-0.6112,-1,
-0.5871,-1,
-0.5621,-1,
-0.5364,-1,
-0.51,-1,
-0.4828,-1,
-0.4549,-1,
-0.4264,-1,
-0.3973,-1,
-0.3677,-1,
-0.3375,-1,
-0.3068,-1,
-0.2757,-1,
-0.2442,-1,
-0.2124,-1,
-0.1802,-1,
-0.1477,-1,
-0.115,-1,
-0.0821,-1,
-0.0491,-1,
-0.0159,-1,
0.0174,1,
0.0507,1,
0.0839,1,
0.1172,1,
0.1503,1,
0.1833,1,
0.2162,1,
0.2488,1,
0.2812,1,
0.3133,1,
0.345,1,
0.3764,1,
0.4074,1,
0.438,1,
0.468,1,
0.4976,1,
0.5266,1,
0.555,1,
0.5828,1,
0.61,1,
0.6364,1,
0.6622,1,
0.6872,1,
0.7114,1,
0.7348,1,
0.7573,1,
0.779,1,
0.7998,1,
0.8197,1,
0.8387,1,
0.8567,1,
0.8737,1,
0.8897,1,
0.9046,1,
0.9185,1,
0.9314,1,
0.9432,1,
0.9538,1,
0.9634,1,
0.9718,1,
0.9791,1,
0.9853,1,
0.9902,1,
0.9941,1,
0.9967,1,
0.9982,1,
0.9985,1,
0.9976,1,
0.9955,1,
0.9922,1,
0.9878,1,
0.9821,1,
0.9753,1,
0.9673,1,
0.9581,1,
0.9478,1,
0.9363,1,
0.9236,1,
0.9099,1,
0.895,1,
0.8789,1,
0.8618,1,
0.8436,1,
0.8243,1,
0.804,1,
0.7827,1,
0.7603,1,
0.737,1,
0.7126,1,
0.6874,1,
0.6612,1,
0.6341,1,
0.6062,1,
0.5774,1,
0.5478,1,
0.5173,1,
0.4862,1,
0.4543,1,
0.4217,1,
0.3885,1,
0.3546,1,
0.3201,1,
0.285,1,
0.2494,1,
0.2133,1,
0.1768,1,
0.1398,1,
0.1024,1,
0.0647,1,
0.0267,1,
-0.0117,-1,
-0.0502,-1,
-0.089,-1,
-0.1279,-1,
-0.167,-1,
-0.2062,-1,
-0.2454,-1,
-0.2846,-1,
-0.3238,-1,
-0.3629,-1,
-0.4019,-1,
-0.4408,-1,
-0.4795,-1,
-0.5179,-1,
-0.5562,-1,
-0.5941,-1,
-0.6316,-1,
-0.6688,-1,
-0.7056,-1,
-0.742,-1,
-0.7778,-1,
-0.8132,-1,
-0.848,-1,
-0.8822,-1,
-0.9157,-1,
-0.9486,-1,
-0.9809,-1,
-1.0123,-1,
-1.0431,-1,
-1.073,-1,
-1.1022,-1,
-1.1304,-1,
-1.1578,-1,
-1.1843,-1,
-1.2099,-1,
-1.2345,-1,
-1.2581,-1,
-1.2808,-1,
-1.3023,-1,
-1.3229,-1,
-1.3423,-1,
-1.3607,-1,
-1.3779,-1,
-1.394,-1,
-1.409,-1,
-1.4228,-1,
-1.4354,-1,
-1.4468,-1,
-1.457,-1,
-1.466,-1,
-1.4737,-1,
-1.4802,-1,
-1.4855,-1,
-1.4895,-1,
-1.4922,-1,
-1.4937,-1,
-1.4939,-1,
-1.4928,-1,
-1.4905,-1,
-1.4869,-1,
-1.482,-1,
-1.4758,-1,
-1.4684,-1,
-1.4598,-1,
-1.4498,-1,
-1.4387,-1,
-1.4263,-1,
-1.4127,-1,
-1.3979,-1,
-1.3818,-1,
-1.3646,-1,
-1.3462,-1,
-1.3267,-1,
-1.306,-1,
-1.2842,-1,
-1.2613,-1,
-1.2373,-1,
-1.2123,-1,
-1.1862,-1,
-1.1591,-1,
-1.131,-1,
-1.102,-1,
-1.072,-1,
-1.0411,-1,
